id	gene	ortho_gene	score
484563	AT3G47680.1	GRMZM2G471039_T01	0.981
484563	AT3G47680.1	GRMZM2G416708_T01	0.976
484563	AT3G47680.1	GRMZM2G169418_T01	0.973
484563	AT3G47680.1	GRMZM2G369993_T01	0.972
484563	AT3G47680.1	GRMZM2G088005_T01	0.967
484563	AT3G47680.1	GRMZM2G071648_T01	0.966
484563	AT3G47680.1	GRMZM2G477533_T01	0.961
484563	AT3G47680.1	GRMZM2G133968_T01	0.566
484563	AT3G47680.1	GRMZM2G155106_T01	0.543
484563	AT3G47680.1	AC202091.4_FGT003	0.541
484563	AT3G47680.1	GRMZM2G328814_T01	0.534
484563	AT3G47680.1	GRMZM2G389895_T01	0.522
484563	AT3G47680.1	GRMZM2G401809_T01	0.5
484563	AT3G47680.1	GRMZM2G169991_T01	0.495
484563	AT3G47680.1	GRMZM2G464469_T01	0.466
484563	AT3G47680.1	GRMZM2G468401_T01	0.434
484563	AT3G47680.1	GRMZM2G464772_T01	0.426
484563	AT3G47680.1	GRMZM2G392135_T01	0.392
476474	AT3G47700.1	GRMZM2G036418_T02	1
475263	AT3G47730.1	GRMZM2G142249_T01	1
480077	AT3G47800.1	GRMZM2G100452_T01	1
480521	AT3G47810.1	GRMZM2G109315_T02	0.452
480521	AT3G47810.1	GRMZM2G068489_T01	1
480521	AT3G47810.1	GRMZM2G109315_T01	0.452
484908	AT3G47833.1	GRMZM2G119950_T01	1
484908	AT3G47833.1	GRMZM2G122780_T01	1
484419	AT3G47850.1	GRMZM2G113569_T01	1
479793	AT3G47860.1	GRMZM2G073743_T03	1
475029	AT3G47950.1	GRMZM2G035520_T02	1
477291	AT3G47960.1	GRMZM2G122251_T01	1
477291	AT3G47960.1	GRMZM2G104542_T02	0.91
477291	AT3G47960.1	GRMZM2G104542_T01	0.516
478131	AT3G47990.1	GRMZM2G035785_T01	1
476136	AT3G48000.1	GRMZM2G125268_T01	1
476136	AT3G48000.1	GRMZM2G125268_T03	0.37
480314	AT3G48040.1	GRMZM2G102946_T01	1
480314	AT3G48040.1	GRMZM2G102946_T02	1
480314	AT3G48040.1	GRMZM2G415327_T01	0.308
483473	AT3G48070.1	GRMZM2G029001_T02	0.392
483473	AT3G48070.1	GRMZM2G029001_T01	1
483473	AT3G48070.1	GRMZM2G029001_T03	0.392
480140	AT3G48080.1	GRMZM2G045716_T01	1
480140	AT3G48090.1	GRMZM2G045716_T01	1
483976	AT3G48140.1	GRMZM2G360339_T04	1
483976	AT3G48140.1	GRMZM2G360339_T01	1
483976	AT3G48140.1	GRMZM2G027392_T01	0.957
476153	AT3G48150.1	GRMZM2G170591_T04	1
476153	AT3G48150.1	GRMZM2G170591_T03	0.863
476153	AT3G48150.1	GRMZM2G170591_T01	0.254
476205	AT3G48170.1	GRMZM2G135470_T01	1
484213	AT3G48210.1	GRMZM2G168386_T02	1
484213	AT3G48210.1	GRMZM2G168386_T01	0.664
484213	AT3G48210.1	AC165171.2_FGT004	0.416
479048	AT3G48250.1	GRMZM2G367678_T02	1
479048	AT3G48250.1	GRMZM2G367678_T01	1
478942	AT3G48350.1	GRMZM2G456217_T01	1
479580	AT3G48410.1	GRMZM2G115504_T01	1
479580	AT3G48410.1	GRMZM2G074238_T01	0.363
479580	AT3G48410.1	GRMZM2G074238_T02	0.352
479580	AT3G48410.1	GRMZM2G074238_T04	0.34
479580	AT3G48410.1	GRMZM2G074238_T07	0.34
479580	AT3G48410.1	GRMZM2G074914_T01	0.268
479674	AT3G48420.1	GRMZM2G094978_T01	1
479674	AT3G48420.1	GRMZM2G094978_T02	0.582
478176	AT3G48425.1	GRMZM2G170291_T01	1
478176	AT3G48425.1	GRMZM2G170291_T04	0.963
481649	AT3G48440.1	GRMZM2G006493_T02	1
481649	AT3G48440.1	GRMZM2G006493_T01	0.941
481649	AT3G48440.1	GRMZM2G006493_T03	0.934
479911	AT3G48460.1	GRMZM2G369815_T01	1
479911	AT3G48460.1	GRMZM2G369815_T02	0.851
483553	AT3G48480.1	GRMZM2G106288_T01	1
483553	AT3G48480.1	GRMZM2G106288_T02	0.67
476653	AT3G48500.1	GRMZM2G091419_T01	1
484460	AT3G48510.1	GRMZM2G084005_T01	1
478516	AT3G48530.1	GRMZM2G173536_T01	1
478516	AT3G48530.1	GRMZM2G173536_T03	1
484311	AT3G48550.1	GRMZM2G096048_T01	1
475762	AT3G48560.1	GRMZM2G143357_T01	1
477312	AT3G48610.1	GRMZM2G081719_T01	1
480176	AT3G48680.1	GRMZM2G123966_T01	1
481609	AT3G48690.1	GRMZM2G026095_T01	1
481609	AT3G48700.1	GRMZM2G026095_T01	1
481029	AT3G48710.1	GRMZM2G139617_T01	1
476416	AT3G48730.1	GRMZM2G116258_T01	1
481587	AT3G48740.1	GRMZM2G021706_T01	1
481587	AT3G48740.1	GRMZM2G173669_T01	1
481587	AT3G48740.1	GRMZM2G015976_T01	0.328
481587	AT3G48740.1	GRMZM2G094955_T01	0.28
478526	AT3G48750.1	GRMZM2G008327_T01	1
478526	AT3G48750.1	GRMZM2G174596_T01	1
478526	AT3G48750.1	GRMZM2G143213_T02	0.899
479539	AT3G48810.1	GRMZM2G023999_T02	1
479539	AT3G48810.1	GRMZM2G023999_T01	0.612
478342	AT3G48830.1	GRMZM2G079658_T02	1
478342	AT3G48830.1	GRMZM2G079658_T01	0.338
477610	AT3G48860.1	GRMZM2G126266_T02	1
482104	AT3G48880.1	AC213521.3_FGT003	1
481734	AT3G48890.1	GRMZM2G107444_T01	1
478410	AT3G48900.1	GRMZM2G021674_T01	1
481249	AT3G48930.1	GRMZM2G044800_T01	1
481249	AT3G48930.1	GRMZM2G019325_T01	1
482554	AT3G48940.1	GRMZM2G122937_T03	1
482554	AT3G48940.1	GRMZM2G122937_T01	1
479768	AT3G48990.1	GRMZM2G333861_T01	1
481805	AT3G49000.1	GRMZM2G061890_T03	1
481805	AT3G49000.1	GRMZM2G061890_T04	0.992
481805	AT3G49000.1	GRMZM2G061890_T02	0.992
481805	AT3G49000.1	GRMZM2G061890_T01	0.992
480476	AT3G49010.1	GRMZM2G409407_T02	1
480476	AT3G49010.1	GRMZM2G409407_T01	1
480476	AT3G49010.1	GRMZM2G145280_T01	1
480476	AT3G49010.1	GRMZM2G145280_T02	1
480476	AT3G49010.1	GRMZM2G081102_T02	0.809
480476	AT3G49010.1	GRMZM2G081102_T01	0.809
480476	AT3G49010.1	GRMZM2G081102_T03	0.809
483200	AT3G49070.1	GRMZM2G150925_T02	1
483200	AT3G49070.1	GRMZM2G150925_T01	1
483207	AT3G49100.1	GRMZM2G046576_T01	1
477179	AT3G49140.1	AC155390.2_FGT002	1
477179	AT3G49140.1	GRMZM2G006226_T01	0.338
481208	AT3G49180.1	GRMZM2G128477_T02	1
481208	AT3G49180.1	GRMZM2G128477_T01	1
481208	AT3G49180.1	GRMZM2G128477_T03	1
480063	AT3G49210.1	GRMZM2G077375_T01	1
477874	AT3G49240.1	GRMZM2G074599_T01	1
481045	AT3G49250.1	GRMZM2G309152_T02	1
481045	AT3G49250.1	GRMZM2G309152_T01	1
476349	AT3G49310.1	GRMZM2G077669_T01	1
476349	AT3G49310.1	GRMZM2G064563_T02	0.921
476349	AT3G49310.1	GRMZM2G064563_T03	0.864
476349	AT3G49310.1	GRMZM2G067638_T01	0.464
476349	AT3G49310.1	GRMZM2G064563_T01	0.257
477460	AT3G49350.1	GRMZM2G155337_T03	1
477460	AT3G49350.1	GRMZM2G155337_T02	0.969
477460	AT3G49350.1	GRMZM2G087144_T01	0.802
477460	AT3G49350.1	GRMZM2G122064_T01	0.353
481920	AT3G49470.1	GRMZM2G171466_T01	1
475492	AT3G49500.1	GRMZM2G347931_T01	1
475492	AT3G49500.1	GRMZM2G357825_T01	0.873
481405	AT3G49560.1	GRMZM2G473463_T01	1
481405	AT3G49560.1	GRMZM2G010743_T01	0.772
482263	AT3G49590.1	GRMZM2G109348_T01	0.829
482263	AT3G49590.1	GRMZM2G129675_T01	1
482263	AT3G49590.1	AC234521.1_FGT005	0.391
482263	AT3G49590.1	GRMZM2G000973_T01	0.364
475276	AT3G49600.1	GRMZM2G154621_T02	1
475276	AT3G49600.1	GRMZM2G154621_T01	1
475276	AT3G49600.1	GRMZM2G376074_T01	0.655
475276	AT3G49600.1	GRMZM2G154621_T03	0.653
478464	AT3G49640.1	GRMZM2G468693_T02	1
478464	AT3G49640.1	GRMZM2G468693_T06	1
475814	AT3G49650.1	AC235547.1_FGT002	1
479289	AT3G49660.1	GRMZM2G088162_T01	1
475118	AT3G49670.1	GRMZM2G072569_T01	1
475118	AT3G49670.1	GRMZM2G141517_T01	0.278
477904	AT3G49680.1	GRMZM2G071208_T02	1
477904	AT3G49680.1	GRMZM2G071208_T01	0.984
477904	AT3G49680.1	GRMZM2G055899_T02	0.346
477904	AT3G49680.1	GRMZM2G055899_T01	0.325
480670	AT3G49720.1	GRMZM2G011031_T01	1
478059	AT3G49730.1	GRMZM2G092198_T01	1
480938	AT3G49750.1	GRMZM2G146346_T01	1
480938	AT3G49750.1	GRMZM2G027439_T01	0.771
485171	AT3G49780.1	GRMZM2G044194_T01	1
478299	AT3G49810.1	GRMZM2G152919_T03	1
478299	AT3G49810.1	GRMZM2G476914_T01	1
478299	AT3G49810.1	GRMZM2G152919_T01	1
478299	AT3G49810.1	GRMZM2G152919_T02	1
477268	AT3G49880.1	GRMZM2G081729_T02	1
477268	AT3G49880.1	GRMZM2G081729_T01	1
477268	AT3G49880.1	GRMZM2G180509_T01	1
477268	AT3G49880.1	GRMZM2G180509_T02	1
477268	AT3G49880.1	GRMZM2G007347_T01	0.846
483625	AT3G49890.1	GRMZM2G048287_T01	1
482472	AT3G49910.1	GRMZM2G327564_T01	1
482472	AT3G49910.1	GRMZM2G041238_T01	1
482647	AT3G49940.1	GRMZM2G044902_T03	1
482647	AT3G49940.1	GRMZM2G177110_T01	0.25
480977	AT3G49990.1	GRMZM2G159956_T01	1
480977	AT3G49990.1	GRMZM2G063498_T01	1
477099	AT3G50000.1	GRMZM2G141903_T01	1
477099	AT3G50000.1	GRMZM2G047855_T01	1
482022	AT3G50060.1	GRMZM2G050550_T01	1
482022	AT3G50060.1	GRMZM2G087955_T01	0.312
479168	AT3G50080.1	GRMZM2G067460_T01	1
477392	AT3G50170.1	AC226227.2_FGT005	1
479111	AT3G50210.1	GRMZM2G414387_T06	1
479111	AT3G50210.1	GRMZM2G414387_T01	1
479111	AT3G50210.1	GRMZM2G414387_T05	0.7
478290	AT3G50230.1	GRMZM2G055844_T01	1
479935	AT3G50340.1	GRMZM2G139522_T01	1
479935	AT3G50340.1	GRMZM2G386460_T01	1
479935	AT3G50340.1	GRMZM2G002104_T01	1
479935	AT3G50340.1	GRMZM2G054139_T01	0.733
482268	AT3G50360.1	GRMZM2G048846_T01	1
482268	AT3G50360.1	GRMZM2G048846_T02	1
477591	AT3G50370.1	GRMZM2G347583_T01	1
484333	AT3G50410.1	GRMZM2G178767_T01	1
478562	AT3G50420.1	GRMZM2G052339_T01	1
483388	AT3G50430.1	GRMZM2G457630_T01	1
482189	AT3G50520.1	GRMZM2G141634_T02	1
482189	AT3G50520.1	GRMZM2G141634_T01	0.596
481577	AT3G50560.1	GRMZM2G141607_T01	1
474977	AT3G50590.1	GRMZM2G150772_T02	1
479626	AT3G50620.1	GRMZM2G136538_T03	1
479626	AT3G50620.1	GRMZM2G003530_T01	1
479626	AT3G50620.1	GRMZM2G136538_T02	0.642
478766	AT3G50650.1	GRMZM2G104342_T01	1
478766	AT3G50650.1	GRMZM2G133169_T01	0.8
476918	AT3G50660.1	GRMZM2G065635_T03	1
476918	AT3G50660.1	GRMZM2G065635_T01	0.977
479177	AT3G50670.1	GRMZM2G113592_T02	1
483392	AT3G50685.1	GRMZM2G419606_T01	1
479562	AT3G50690.1	GRMZM2G009538_T02	1
479562	AT3G50690.1	GRMZM2G009538_T01	1
479208	AT3G50700.1	GRMZM2G171073_T02	1
479300	AT3G50760.1	GRMZM2G149024_T01	1
484222	AT3G50770.1	GRMZM2G156377_T01	1
478362	AT3G50780.1	GRMZM2G034300_T01	1
478362	AT3G50780.1	GRMZM2G083572_T01	1
478238	AT3G50790.1	GRMZM2G100716_T01	1
478238	AT3G50790.1	GRMZM2G100716_T05	1
478308	AT3G50820.1	GRMZM2G175562_T01	1
478308	AT3G50820.1	GRMZM2G113349_T01	1
482014	AT3G50830.1	GRMZM2G040030_T01	1
482014	AT3G50830.1	GRMZM2G052423_T01	0.833
483140	AT3G50850.1	GRMZM2G081888_T01	1
482532	AT3G50860.1	GRMZM2G177914_T01	1
484497	AT3G50870.1	GRMZM2G325850_T01	1
484497	AT3G50870.1	GRMZM2G397616_T01	0.31
482012	AT3G50910.1	GRMZM2G046909_T01	1
482012	AT3G50910.1	GRMZM2G097738_T01	0.584
482012	AT3G50910.1	GRMZM2G046909_T02	0.529
482012	AT3G50910.1	GRMZM2G044834_T01	0.343
482012	AT3G50910.1	GRMZM2G044834_T02	0.343
483117	AT3G50920.1	GRMZM2G347836_T01	1
483117	AT3G50920.1	GRMZM2G110287_T01	1
479104	AT3G50930.1	GRMZM2G458095_T02	1
479104	AT3G50930.1	GRMZM2G458095_T01	0.482
479104	AT3G50930.1	GRMZM2G096812_T01	0.264
480504	AT3G50960.1	GRMZM2G144635_T01	1
480504	AT3G50960.1	GRMZM2G399677_T03	0.843
480532	AT3G51000.1	GRMZM2G392791_T01	1
484036	AT3G51010.1	GRMZM2G130477_T01	1
484036	AT3G51010.1	GRMZM2G453078_T01	0.287
482114	AT3G51040.1	GRMZM2G039592_T01	1
484070	AT3G51100.1	GRMZM2G073942_T02	1
484070	AT3G51100.1	GRMZM2G073942_T03	1
484070	AT3G51100.1	GRMZM2G074472_T01	1
484070	AT3G51100.1	GRMZM2G073942_T01	0.985
476928	AT3G51130.1	GRMZM2G116434_T01	1
476928	AT3G51130.1	GRMZM2G116434_T02	0.319
483517	AT3G51140.1	GRMZM2G050825_T01	1
477690	AT3G51160.1	GRMZM2G115124_T01	1
477944	AT3G51240.1	GRMZM2G062396_T01	1
479536	AT3G51250.1	GRMZM2G081175_T01	1
479536	AT3G51250.1	GRMZM2G081175_T02	0.482
479267	AT3G51260.1	GRMZM2G138128_T02	1
479267	AT3G51260.1	GRMZM2G138128_T03	1
479267	AT3G51260.1	GRMZM2G138128_T01	1
479267	AT3G51260.1	GRMZM2G042604_T01	0.82
479267	AT3G51260.1	GRMZM2G050467_T01	0.56
477313	AT3G51270.1	GRMZM2G472991_T01	1
477313	AT3G51270.1	GRMZM2G472991_T02	0.984
477313	AT3G51270.1	GRMZM2G038309_T03	0.353
477313	AT3G51270.1	GRMZM2G038309_T01	0.353
477313	AT3G51270.1	GRMZM2G038309_T02	0.353
478861	AT3G51280.1	GRMZM2G000825_T01	1
478861	AT3G51280.1	GRMZM2G000825_T02	0.968
478861	AT3G51280.1	GRMZM2G050268_T01	0.77
478970	AT3G51290.1	GRMZM2G071599_T01	1
478970	AT3G51290.1	GRMZM2G071599_T02	0.267
475667	AT3G51310.1	GRMZM2G467446_T02	1
477608	AT3G51370.1	GRMZM2G069970_T01	1
477608	AT3G51370.1	GRMZM2G069970_T02	1
477608	AT3G51370.1	GRMZM2G151254_T01	0.842
477608	AT3G51370.1	GRMZM2G151254_T03	0.842
477608	AT3G51370.1	GRMZM2G151254_T02	0.842
477608	AT3G51370.1	GRMZM2G151254_T04	0.842
480420	AT3G51390.1	GRMZM2G080644_T01	1
480420	AT3G51390.1	GRMZM2G141503_T01	0.809
485157	AT3G51400.1	GRMZM2G329146_T01	1
483490	AT3G51420.1	GRMZM2G101142_T01	1
483490	AT3G51430.1	GRMZM2G101142_T01	1
483490	AT3G51440.1	GRMZM2G101142_T01	1
483490	AT3G51450.1	GRMZM2G101142_T01	1
476292	AT3G51460.1	GRMZM2G171080_T02	1
476292	AT3G51460.1	GRMZM2G171080_T01	1
476292	AT3G51460.1	GRMZM2G418916_T01	0.671
483434	AT3G51510.1	GRMZM2G117558_T01	1
479890	AT3G51520.1	GRMZM2G042356_T01	1
484741	AT3G51530.1	GRMZM2G030823_T03	0.974
484741	AT3G51530.1	GRMZM2G030823_T02	1
484741	AT3G51530.1	GRMZM2G030823_T01	1
475359	AT3G51550.1	GRMZM2G006080_T01	1
475359	AT3G51550.1	GRMZM2G100288_T01	0.873
484250	AT3G51590.1	GRMZM2G101958_T01	1
484250	AT3G51590.1	GRMZM2G107839_T01	1
484250	AT3G51590.1	GRMZM2G107839_T02	0.975
484250	AT3G51590.1	GRMZM2G010868_T01	0.636
484250	AT3G51590.1	GRMZM2G010868_T03	0.602
484250	AT3G51600.1	GRMZM2G101958_T01	1
484250	AT3G51600.1	GRMZM2G107839_T01	1
484250	AT3G51600.1	GRMZM2G107839_T02	0.975
484250	AT3G51600.1	GRMZM2G010868_T01	0.636
484250	AT3G51600.1	GRMZM2G010868_T03	0.602
481254	AT3G51610.1	GRMZM2G063754_T01	1
478946	AT3G51620.1	GRMZM2G032475_T01	1
478946	AT3G51620.1	GRMZM2G032475_T02	1
478946	AT3G51620.1	GRMZM2G011608_T01	0.484
478946	AT3G51620.1	GRMZM2G011608_T02	0.481
478279	AT3G51670.1	GRMZM2G086637_T03	1
478279	AT3G51670.1	GRMZM2G086637_T01	1
478279	AT3G51670.1	GRMZM2G005293_T01	0.774
478279	AT3G51670.1	GRMZM2G086637_T02	0.482
478279	AT3G51670.1	GRMZM2G005293_T02	0.332
483690	AT3G51710.1	AC190688.3_FGT006	1
481583	AT3G51720.1	GRMZM2G012970_T01	1
481583	AT3G51720.1	GRMZM2G008444_T01	0.369
483579	AT3G51730.1	GRMZM2G015906_T01	1
476021	AT3G51740.1	GRMZM2G066274_T01	1
476021	AT3G51740.1	GRMZM2G066274_T02	0.455
475481	AT3G51770.1	AC206223.3_FGT008	1
482144	AT3G51780.1	GRMZM2G014720_T01	1
482091	AT3G51790.1	GRMZM2G310321_T01	1
477587	AT3G51800.1	AC233895.1_FGT001	1
478703	AT3G51820.1	GRMZM2G162672_T01	1
478703	AT3G51820.1	GRMZM2G162672_T02	0.598
476668	AT3G51830.1	GRMZM2G047894_T01	1
476832	AT3G51840.1	GRMZM2G002959_T01	1
476832	AT3G51840.1	GRMZM2G002959_T02	1
475883	AT3G51850.1	GRMZM2G030673_T01	1
475883	AT3G51850.1	GRMZM2G088361_T01	0.844
475883	AT3G51850.1	GRMZM2G311220_T01	0.555
478313	AT3G51860.1	GRMZM2G011592_T06	1
478313	AT3G51860.1	GRMZM2G011592_T01	0.725
478313	AT3G51860.1	GRMZM2G011592_T05	0.725
478313	AT3G51860.1	GRMZM2G011592_T02	0.547
478313	AT3G51860.1	GRMZM2G011592_T03	0.398
478313	AT3G51860.1	GRMZM2G011592_T04	0.333
479075	AT3G51870.1	GRMZM2G178460_T01	1
475784	AT3G51895.1	GRMZM2G154211_T01	1
484277	AT3G51940.1	GRMZM2G143608_T01	1
480136	AT3G51950.1	GRMZM2G311665_T03	0.64
480136	AT3G51950.1	GRMZM2G311665_T02	1
480136	AT3G51950.1	GRMZM2G311665_T01	1
480136	AT3G51950.1	GRMZM2G311665_T04	0.583
480136	AT3G51950.1	GRMZM2G003424_T02	0.47
480136	AT3G51950.1	GRMZM2G086614_T01	0.452
480136	AT3G51950.1	GRMZM2G086614_T02	0.447
480655	AT3G51990.1	GRMZM2G023836_T01	1
480655	AT3G51990.1	GRMZM2G117465_T01	0.735
480917	AT3G52030.1	GRMZM2G087105_T01	1
484169	AT3G52040.1	GRMZM2G095657_T02	1
484169	AT3G52040.1	GRMZM2G095657_T01	1
484169	AT3G52040.1	GRMZM2G095657_T03	0.611
479997	AT3G52060.1	GRMZM2G324276_T01	0.923
479997	AT3G52060.1	AC211276.4_FGT008	1
479997	AT3G52060.1	GRMZM2G349268_T01	0.381
482935	AT3G52090.1	GRMZM2G130207_T03	1
482935	AT3G52090.1	GRMZM2G130207_T10	1
482935	AT3G52090.1	GRMZM2G130207_T04	1
482935	AT3G52090.1	GRMZM2G130207_T09	1
482935	AT3G52090.1	GRMZM2G130207_T01	1
482935	AT3G52090.1	GRMZM2G043461_T02	0.702
482935	AT3G52090.1	GRMZM2G130207_T08	0.383
483852	AT3G52110.1	GRMZM2G142609_T01	1
483852	AT3G52110.1	GRMZM2G142609_T02	0.652
483852	AT3G52110.1	GRMZM2G376282_T01	0.537
483852	AT3G52110.1	GRMZM2G376282_T02	0.399
475097	AT3G52140.1	GRMZM2G096370_T01	1
482510	AT3G52150.1	GRMZM2G143870_T01	1
482510	AT3G52150.1	GRMZM2G143870_T02	0.911
482297	AT3G52155.1	GRMZM2G067514_T01	1
482297	AT3G52155.1	GRMZM2G099086_T01	0.685
484652	AT3G52170.1	GRMZM2G171006_T02	1
484652	AT3G52170.1	GRMZM2G171006_T01	0.93
484652	AT3G52170.1	GRMZM2G034453_T01	0.743
479254	AT3G52180.1	GRMZM2G052546_T03	1
479254	AT3G52180.1	GRMZM2G052546_T06	1
479254	AT3G52180.1	GRMZM2G052546_T01	0.479
479254	AT3G52180.1	GRMZM2G052546_T02	0.479
480155	AT3G52190.1	GRMZM2G312091_T01	1
481850	AT3G52220.1	GRMZM2G167548_T01	1
483706	AT3G52240.1	GRMZM2G131733_T01	1
481943	AT3G52260.1	GRMZM2G158261_T01	1
480837	AT3G52290.1	GRMZM2G155954_T02	1
480837	AT3G52290.1	GRMZM2G155954_T03	1
480837	AT3G52290.1	GRMZM2G155954_T01	1
480837	AT3G52290.1	GRMZM2G155954_T05	1
480837	AT3G52290.1	GRMZM2G155954_T04	0.983
481793	AT3G52300.1	GRMZM2G157018_T01	1
481793	AT3G52300.1	GRMZM2G157018_T02	0.364
478120	AT3G52340.1	GRMZM2G055489_T02	0.901
478120	AT3G52340.1	GRMZM2G055489_T01	1
478120	AT3G52340.1	GRMZM2G055489_T04	0.586
485130	AT3G52360.1	GRMZM2G479539_T01	1
485130	AT3G52360.1	GRMZM2G390150_T01	0.622
477357	AT3G52370.1	GRMZM2G027825_T01	1
477357	AT3G52370.1	GRMZM2G329181_T03	0.788
482221	AT3G52380.1	GRMZM2G026614_T01	1
482221	AT3G52380.1	GRMZM2G026614_T03	0.952
482221	AT3G52380.1	GRMZM2G026614_T02	0.342
478283	AT3G52390.1	GRMZM2G095969_T01	1
480385	AT3G52400.1	GRMZM2G414540_T01	1
480625	AT3G52430.1	GRMZM2G152739_T01	1
480625	AT3G52430.1	GRMZM2G014071_T01	0.834
480625	AT3G52430.1	GRMZM2G152739_T02	0.614
480625	AT3G52430.1	GRMZM2G014071_T02	0.594
484514	AT3G52460.1	GRMZM2G074306_T01	1
484514	AT3G52460.1	GRMZM2G074306_T02	1
484514	AT3G52460.1	GRMZM2G087172_T01	1
482977	AT3G52470.1	GRMZM2G163998_T01	1
482977	AT3G52470.1	GRMZM2G055011_T01	1
482977	AT3G52470.1	GRMZM2G368151_T01	0.813
482977	AT3G52470.1	GRMZM2G368151_T02	0.813
482977	AT3G52470.1	GRMZM2G087094_T01	0.627
477950	AT3G52490.1	GRMZM2G049681_T01	1
477950	AT3G52490.1	GRMZM2G128322_T01	0.653
484435	AT3G52540.1	GRMZM2G106836_T01	1
484435	AT3G52540.1	GRMZM2G106781_T01	0.6
481588	AT3G52560.1	GRMZM2G027378_T01	1
481588	AT3G52560.1	GRMZM2G071010_T01	1
479640	AT3G52570.1	GRMZM2G141664_T03	1
479640	AT3G52570.1	GRMZM2G141664_T02	0.931
481566	AT3G52580.1	GRMZM2G120432_T01	1
481566	AT3G52580.1	GRMZM2G094074_T01	1
481566	AT3G52580.1	GRMZM2G100462_T03	1
481566	AT3G52580.1	GRMZM2G094074_T02	1
481566	AT3G52580.1	GRMZM2G100462_T02	0.857
481566	AT3G52580.1	GRMZM2G120432_T02	0.857
481566	AT3G52580.1	GRMZM2G069762_T01	0.286
481566	AT3G52580.1	GRMZM2G069762_T03	0.286
482090	AT3G52590.1	GRMZM2G047727_T01	1
480770	AT3G52610.1	GRMZM2G169398_T01	1
476651	AT3G52640.1	GRMZM2G168337_T01	1
484624	AT3G52740.1	GRMZM2G157120_T01	1
484624	AT3G52740.1	GRMZM2G373396_T01	0.559
477314	AT3G52750.1	GRMZM2G177224_T02	1
477314	AT3G52750.1	GRMZM2G177224_T01	0.964
481827	AT3G52760.1	GRMZM2G117207_T01	1
481827	AT3G52760.1	GRMZM2G024159_T01	0.912
481827	AT3G52760.1	GRMZM2G024159_T02	0.912
484892	AT3G52770.1	GRMZM2G038497_T01	1
483847	AT3G52800.1	GRMZM2G071042_T01	1
475552	AT3G52850.1	GRMZM2G347541_T01	1
475552	AT3G52850.1	GRMZM2G389362_T01	0.792
483460	AT3G52860.1	GRMZM2G130010_T01	1
478462	AT3G52870.1	GRMZM2G439311_T02	1
478462	AT3G52870.1	GRMZM2G439311_T03	0.773
478462	AT3G52870.1	GRMZM2G116812_T01	0.253
476805	AT3G52880.1	GRMZM2G084881_T01	1
476805	AT3G52880.1	GRMZM2G134708_T01	0.299
477005	AT3G52890.1	GRMZM2G128319_T01	1
477005	AT3G52890.1	GRMZM2G404132_T01	1
477005	AT3G52890.1	GRMZM2G412524_T01	0.8
477005	AT3G52890.1	GRMZM2G412524_T02	0.8
483133	AT3G52920.1	GRMZM2G147390_T01	1
477671	AT3G52930.1	GRMZM2G057823_T01	1
477671	AT3G52930.1	GRMZM2G066024_T01	0.932
478002	AT3G52940.1	GRMZM2G473533_T01	1
478002	AT3G52940.1	GRMZM2G473533_T02	0.87
477147	AT3G52950.1	GRMZM2G126656_T01	1
477147	AT3G52950.1	GRMZM2G126656_T02	0.73
477147	AT3G52950.1	GRMZM2G031609_T01	0.391
481748	AT3G52960.1	GRMZM2G036921_T01	1
481823	AT3G53020.1	GRMZM2G074898_T02	1
481823	AT3G53020.1	GRMZM2G142640_T02	1
481823	AT3G53020.1	GRMZM2G142640_T01	1
481823	AT3G53020.1	GRMZM2G074898_T01	1
481823	AT3G53020.1	GRMZM2G142640_T03	1
481823	AT3G53020.1	GRMZM2G110328_T03	0.981
481823	AT3G53020.1	GRMZM2G110328_T01	0.981
481823	AT3G53020.1	GRMZM2G110328_T02	0.981
475300	AT3G53090.1	GRMZM2G461948_T01	1
477553	AT3G53130.1	GRMZM2G143202_T01	1
479163	AT3G53160.1	GRMZM2G178209_T01	1
475527	AT3G53180.1	GRMZM2G115646_T01	1
478022	AT3G53190.1	GRMZM2G472060_T01	1
478022	AT3G53190.1	GRMZM2G472060_T02	0.706
483357	AT3G53220.1	GRMZM2G019876_T01	1
475100	AT3G53230.1	GRMZM2G036765_T01	1
475100	AT3G53230.1	GRMZM2G063060_T01	0.466
475100	AT3G53230.1	GRMZM2G703490_T02	0.441
475100	AT3G53230.1	AC233949.1_FGT004	0.381
475453	AT3G53260.1	GRMZM2G170692_T01	0.468
475453	AT3G53260.1	GRMZM2G118345_T01	1
475453	AT3G53260.1	GRMZM2G063917_T01	0.45
475453	AT3G53260.1	GRMZM2G029048_T02	0.45
475453	AT3G53260.1	GRMZM2G081582_T01	0.447
475453	AT3G53260.1	GRMZM2G334660_T01	0.414
482107	AT3G53270.1	GRMZM2G017584_T01	0.948
482107	AT3G53270.1	GRMZM2G701180_T01	1
482107	AT3G53270.1	GRMZM2G701180_T03	0.46
482107	AT3G53270.1	GRMZM2G701180_T02	0.346
482107	AT3G53270.1	GRMZM2G017584_T02	0.341
484993	AT3G53310.1	GRMZM2G001048_T02	1
484993	AT3G53310.1	GRMZM2G001048_T01	0.999
483895	AT3G53320.1	GRMZM2G342895_T03	1
483895	AT3G53320.1	GRMZM2G342895_T04	0.996
483895	AT3G53320.1	GRMZM2G342895_T01	0.979
483895	AT3G53320.1	GRMZM2G036619_T01	0.47
